grid_id,target_year,target_is_hotspot,predicted_hotspot,predicted_probability_stage9,confusion_type,log_previous_count,previous_hotspot,shap_log_previous_count,shap_previous_hotspot
R023_C052,2024,0,0,0.008974292080567959,True negative,2.4849066497880004,0,6.378217116194133,-0.0024816942738633083
R008_C025,2024,0,0,0.0002477300319792436,True negative,1.9459101490553128,0,2.779670312392786,-0.0024816942738633083
R012_C024,2024,0,0,8.852897499702268e-05,True negative,1.791759469228055,0,1.7505014115889328,-0.0024816942738633083
R041_C107,2024,0,0,0.0002477300319792436,True negative,1.9459101490553128,0,2.779670312392786,-0.0024816942738633083
R045_C025,2024,0,0,5.7767006900864226e-08,True negative,0.6931471805599453,0,-5.584254444208691,-0.0024816942738633083
R169_C059,2024,0,0,5.7767006900864226e-08,True negative,0.6931471805599453,0,-5.584254444208691,-0.0024816942738633083
R056_C089,2024,0,0,0.038620547826229264,True negative,2.70805020110221,0,7.868008816658011,-0.0024816942738633083
R063_C110,2024,0,0,8.852897499702268e-05,True negative,1.791759469228055,0,1.7505014115889328,-0.0024816942738633083
R057_C082,2024,0,0,5.7767006900864226e-08,True negative,0.6931471805599453,0,-5.584254444208691,-0.0024816942738633083
R063_C104,2024,0,0,8.852897499702268e-05,True negative,1.791759469228055,0,1.7505014115889328,-0.0024816942738633083
R139_C053,2024,0,0,5.7767006900864226e-08,True negative,0.6931471805599453,0,-5.584254444208691,-0.0024816942738633083
R066_C076,2024,1,1,0.9967947494132563,True positive,4.04305126783455,1,16.780986572971127,0.03887987695719184
R057_C044,2024,0,0,5.7767006900864226e-08,True negative,0.6931471805599453,0,-5.584254444208691,-0.0024816942738633083
R019_C068,2024,0,0,0.058211331684448954,True negative,2.772588722239781,0,8.298892669606905,-0.0024816942738633083
R052_C088,2024,0,0,8.852897499702268e-05,True negative,1.791759469228055,0,1.7505014115889328,-0.0024816942738633083
R061_C054,2024,0,0,5.7767006900864226e-08,True negative,0.6931471805599453,0,-5.584254444208691,-0.0024816942738633083
R078_C063,2024,1,1,0.9998230048170129,True positive,4.477336814478207,1,19.680442995577316,0.03887987695719184
R167_C050,2024,0,0,5.64791947838045e-10,True negative,0.0,0,-10.21197014881389,-0.0024816942738633083
R143_C027,2024,0,0,8.65629632656729e-07,True negative,1.0986122886681096,0,-2.8772142930162667,-0.0024816942738633083
R075_C056,2024,1,1,0.8858928614393123,True positive,3.49650756146648,0,13.132051737559335,-0.0024816942738633083
R123_C053,2024,0,0,5.64791947838045e-10,True negative,0.0,0,-10.21197014881389,-0.0024816942738633083
R076_C073,2024,1,1,0.9983543125858839,True positive,4.143134726391533,1,17.449182023988037,0.03887987695719184
R137_C038,2024,0,0,5.64791947838045e-10,True negative,0.0,0,-10.21197014881389,-0.0024816942738633083
R082_C082,2024,0,0,5.7767006900864226e-08,True negative,0.6931471805599453,0,-5.584254444208691,-0.0024816942738633083
R036_C101,2024,1,1,0.7661666921380098,True positive,3.367295829986474,0,12.26938479501157,-0.0024816942738633083
R041_C080,2024,0,0,5.9083840806754096e-06,True negative,1.3862943611198906,0,-0.9565387396034916,-0.0024816942738633083
R128_C057,2024,0,0,5.64791947838045e-10,True negative,0.0,0,-10.21197014881389,-0.0024816942738633083
R021_C096,2024,0,0,0.0013249536430650108,True negative,2.19722457733622,0,4.457541562781362,-0.0024816942738633083
R030_C092,2024,1,1,0.9999992627891959,True positive,5.298317366548036,1,25.161623184350262,0.03887987695719184
R046_C038,2024,0,0,5.7767006900864226e-08,True negative,0.6931471805599453,0,-5.584254444208691,-0.0024816942738633083
R018_C047,2024,0,0,0.0002477300319792436,True negative,1.9459101490553128,0,2.779670312392786,-0.0024816942738633083
R147_C056,2024,0,0,5.7767006900864226e-08,True negative,0.6931471805599453,0,-5.584254444208691,-0.0024816942738633083
R058_C097,2024,0,0,0.0002477300319792436,True negative,1.9459101490553128,0,2.779670312392786,-0.0024816942738633083
R180_C038,2024,0,0,5.64791947838045e-10,True negative,0.0,0,-10.21197014881389,-0.0024816942738633083
R125_C050,2024,0,0,5.7767006900864226e-08,True negative,0.6931471805599453,0,-5.584254444208691,-0.0024816942738633083
R045_C040,2024,0,0,5.7767006900864226e-08,True negative,0.6931471805599453,0,-5.584254444208691,-0.0024816942738633083
R055_C061,2024,0,0,8.852897499702268e-05,True negative,1.791759469228055,0,1.7505014115889328,-0.0024816942738633083
R169_C029,2024,0,0,5.7767006900864226e-08,True negative,0.6931471805599453,0,-5.584254444208691,-0.0024816942738633083
R045_C103,2024,0,0,0.0013249536430650108,True negative,2.19722457733622,0,4.457541562781362,-0.0024816942738633083
R104_C048,2024,0,0,0.0006039490586071061,True negative,2.079441541679836,0,3.6711769650017096,-0.0024816942738633083
R077_C055,2024,1,1,0.9940995708741333,True positive,3.951243718581428,1,16.16804425798288,0.03887987695719184
R109_C060,2024,0,0,5.64791947838045e-10,True negative,0.0,0,-10.21197014881389,-0.0024816942738633083
R023_C040,2024,0,0,8.65629632656729e-07,True negative,1.0986122886681096,0,-2.8772142930162667,-0.0024816942738633083
R038_C082,2024,0,0,5.9083840806754096e-06,True negative,1.3862943611198906,0,-0.9565387396034916,-0.0024816942738633083
R058_C093,2024,0,0,0.0013249536430650108,True negative,2.19722457733622,0,4.457541562781362,-0.0024816942738633083
R018_C076,2024,0,0,5.7767006900864226e-08,True negative,0.6931471805599453,0,-5.584254444208691,-0.0024816942738633083
R073_C061,2024,0,1,0.5488146483718718,False positive,3.218875824868201,0,11.278476070534667,-0.0024816942738633083
R197_C056,2024,0,0,5.7767006900864226e-08,True negative,0.6931471805599453,0,-5.584254444208691,-0.0024816942738633083
R087_C065,2024,0,0,2.621007218088068e-05,True negative,1.6094379124341005,0,0.533252960860389,-0.0024816942738633083
R228_C074,2024,0,0,5.7767006900864226e-08,True negative,0.6931471805599453,0,-5.584254444208691,-0.0024816942738633083
R069_C062,2024,0,0,0.038620547826229264,True negative,2.70805020110221,0,7.868008816658011,-0.0024816942738633083
R066_C085,2024,0,0,2.621007218088068e-05,True negative,1.6094379124341005,0,0.533252960860389,-0.0024816942738633083
R061_C073,2024,0,0,0.3412830017619351,True negative,3.091042453358316,0,10.425011586366914,-0.0024816942738633083
R122_C071,2024,0,0,5.64791947838045e-10,True negative,0.0,0,-10.21197014881389,-0.0024816942738633083
