grid_id,hotspot_2020,hotspot_2021,hotspot_2022,hotspot_2023,hotspot_2024,hotspot_years,hotspot_proportion,persistence_score,persistence_category,longest_hotspot_run,early_hotspot_years,late_hotspot_years,early_hotspot_rate,late_hotspot_rate,hotspot_change_score,collision_count_2020,collision_count_2021,collision_count_2022,collision_count_2023,collision_count_2024,early_mean_collision_count,late_mean_collision_count,collision_count_change,pattern_category
R057_C077,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,14,13,8,21,17,13.5,19.0,5.5,Never hotspot
R057_C078,1,1,0,1,1,4,0.8,0.8,Persistent hotspot,2,2,2,1.0,1.0,0.0,38,40,31,55,42,39.0,48.5,9.5,Persistent
R057_C079,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,17,20,21,14,24,18.5,19.0,0.5,Never hotspot
R057_C080,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,7,2,5,4,2,4.5,3.0,-1.5,Never hotspot
R057_C081,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,2,1,4,0,1,1.5,0.5,-1.0,Never hotspot
R057_C082,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,1,1,2,1,0,1.0,0.5,-0.5,Never hotspot
R057_C083,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,0,1,0,1,0,0.5,0.5,0.0,Never hotspot
R057_C084,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,2,2,3,0,3,2.0,1.5,-0.5,Never hotspot
R057_C085,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,1,0,1,0,0,0.5,0.0,-0.5,Never hotspot
R057_C086,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,3,1,3,2,4,2.0,3.0,1.0,Never hotspot
R057_C087,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,1,0,1,1,0,0.5,0.5,0.0,Never hotspot
R057_C088,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,8,7,11,12,13,7.5,12.5,5.0,Never hotspot
R057_C089,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,6,15,16,18,15,10.5,16.5,6.0,Never hotspot
R057_C090,1,1,1,1,1,5,1.0,1.0,Persistent hotspot,5,2,2,1.0,1.0,0.0,119,128,147,137,130,123.5,133.5,10.0,Persistent
R057_C091,1,0,0,1,0,2,0.4,0.4,Repeated hotspot,1,1,1,0.5,0.5,0.0,33,32,33,38,31,32.5,34.5,2.0,Intermittent
R057_C092,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,9,5,10,9,11,7.0,10.0,3.0,Never hotspot
R057_C093,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,2,2,3,1,2,2.0,1.5,-0.5,Never hotspot
R057_C094,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,2,2,3,1,1,2.0,1.0,-1.0,Never hotspot
R057_C095,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,24,26,16,23,23,25.0,23.0,-2.0,Never hotspot
R057_C096,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,3,3,4,0,2,3.0,1.0,-2.0,Never hotspot
R057_C097,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,3,2,1,0,5,2.5,2.5,0.0,Never hotspot
R057_C098,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,0,0,0,1,0,0.0,0.5,0.5,Never hotspot
R057_C099,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,1,0,4,2,3,0.5,2.5,2.0,Never hotspot
R057_C100,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,2,1,1,0,3,1.5,1.5,0.0,Never hotspot
R057_C101,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,5,5,1,3,5,5.0,4.0,-1.0,Never hotspot
R057_C102,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,2,1,1,2,3,1.5,2.5,1.0,Never hotspot
R057_C103,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,2,0,2,3,4,1.0,3.5,2.5,Never hotspot
R057_C104,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,1,2,2,0,2,1.5,1.0,-0.5,Never hotspot
R057_C105,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,2,5,4,2,6,3.5,4.0,0.5,Never hotspot
R057_C106,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,3,3,3,2,2,3.0,2.0,-1.0,Never hotspot
R057_C107,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,10,13,9,5,10,11.5,7.5,-4.0,Never hotspot
R057_C108,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,10,5,10,5,6,7.5,5.5,-2.0,Never hotspot
R057_C109,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,3,0,5,0,0,1.5,0.0,-1.5,Never hotspot
R057_C110,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,4,0,8,3,4,2.0,3.5,1.5,Never hotspot
R057_C111,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,6,5,4,9,5,5.5,7.0,1.5,Never hotspot
R057_C112,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,2,3,3,0,4,2.5,2.0,-0.5,Never hotspot
R057_C113,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,1,0,3,1,1,0.5,1.0,0.5,Never hotspot
R057_C114,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,10,7,9,6,11,8.5,8.5,0.0,Never hotspot
R057_C115,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,3,4,1,3,0,3.5,1.5,-2.0,Never hotspot
R057_C116,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,0,3,2,3,2,1.5,2.5,1.0,Never hotspot
R057_C117,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,14,18,15,4,20,16.0,12.0,-4.0,Never hotspot
R058_C038,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,3,1,3,2,0,2.0,1.0,-1.0,Never hotspot
R058_C039,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,0,2,1,1,0,1.0,0.5,-0.5,Never hotspot
R058_C040,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,1,1,0,0,0,1.0,0.0,-1.0,Never hotspot
R058_C041,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,4,2,3,3,3,3.0,3.0,0.0,Never hotspot
R058_C042,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,3,3,3,0,2,3.0,1.0,-2.0,Never hotspot
R058_C043,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,2,0,2,0,0,1.0,0.0,-1.0,Never hotspot
R058_C044,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,1,0,1,0,1,0.5,0.5,0.0,Never hotspot
R058_C045,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,1,1,4,1,2,1.0,1.5,0.5,Never hotspot
R058_C048,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,1,1,0,0,1,1.0,0.5,-0.5,Never hotspot
R058_C049,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,1,1,1,1,1,1.0,1.0,0.0,Never hotspot
R058_C050,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,2,2,2,3,1,2.0,2.0,0.0,Never hotspot
R058_C051,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,4,8,7,8,3,6.0,5.5,-0.5,Never hotspot
R058_C052,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,0,1,1,1,2,0.5,1.5,1.0,Never hotspot
R058_C053,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,1,0,3,1,1,0.5,1.0,0.5,Never hotspot
R058_C054,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,0,1,1,1,1,0.5,1.0,0.5,Never hotspot
R058_C056,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,2,7,3,3,0,4.5,1.5,-3.0,Never hotspot
R058_C057,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,0,2,2,0,1,1.0,0.5,-0.5,Never hotspot
R058_C058,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,1,3,1,2,2,2.0,2.0,0.0,Never hotspot
R058_C059,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,6,3,2,5,3,4.5,4.0,-0.5,Never hotspot
R058_C060,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,5,8,9,8,11,6.5,9.5,3.0,Never hotspot
R058_C061,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,10,7,6,11,3,8.5,7.0,-1.5,Never hotspot
R058_C062,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,1,0,2,2,3,0.5,2.5,2.0,Never hotspot
R058_C063,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,8,4,0,4,1,6.0,2.5,-3.5,Never hotspot
R058_C064,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,27,27,19,30,28,27.0,29.0,2.0,Never hotspot
R058_C065,1,1,1,1,1,5,1.0,1.0,Persistent hotspot,5,2,2,1.0,1.0,0.0,72,96,95,94,88,84.0,91.0,7.0,Persistent
R058_C066,1,1,1,1,1,5,1.0,1.0,Persistent hotspot,5,2,2,1.0,1.0,0.0,60,85,61,83,60,72.5,71.5,-1.0,Persistent
R058_C067,1,1,1,1,1,5,1.0,1.0,Persistent hotspot,5,2,2,1.0,1.0,0.0,75,81,79,66,63,78.0,64.5,-13.5,Persistent
R058_C068,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,22,30,33,27,21,26.0,24.0,-2.0,Never hotspot
R058_C069,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,3,7,6,7,14,5.0,10.5,5.5,Never hotspot
R058_C070,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,5,4,5,6,14,4.5,10.0,5.5,Never hotspot
R058_C071,1,1,0,1,1,4,0.8,0.8,Persistent hotspot,2,2,2,1.0,1.0,0.0,38,50,31,35,67,44.0,51.0,7.0,Persistent
R058_C072,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,14,15,14,22,18,14.5,20.0,5.5,Never hotspot
R058_C073,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,4,4,0,3,4,4.0,3.5,-0.5,Never hotspot
R058_C074,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,0,2,2,2,2,1.0,2.0,1.0,Never hotspot
R058_C075,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,6,2,7,4,9,4.0,6.5,2.5,Never hotspot
R058_C076,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,6,8,7,6,10,7.0,8.0,1.0,Never hotspot
R058_C077,1,1,0,1,0,3,0.6,0.6,Repeated hotspot,2,2,1,1.0,0.5,-0.5,35,35,23,35,31,35.0,33.0,-2.0,Intermittent
R058_C078,1,1,1,1,1,5,1.0,1.0,Persistent hotspot,5,2,2,1.0,1.0,0.0,189,192,200,225,202,190.5,213.5,23.0,Persistent
R058_C079,1,1,1,1,1,5,1.0,1.0,Persistent hotspot,5,2,2,1.0,1.0,0.0,77,92,70,89,80,84.5,84.5,0.0,Persistent
R058_C080,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,3,4,4,4,1,3.5,2.5,-1.0,Never hotspot
R058_C081,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,6,3,8,5,2,4.5,3.5,-1.0,Never hotspot
R058_C082,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,1,1,2,3,1,1.0,2.0,1.0,Never hotspot
R058_C083,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,2,3,1,2,2,2.5,2.0,-0.5,Never hotspot
R058_C084,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,4,3,1,2,2,3.5,2.0,-1.5,Never hotspot
R058_C085,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,2,3,4,2,0,2.5,1.0,-1.5,Never hotspot
R058_C086,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,2,3,3,2,5,2.5,3.5,1.0,Never hotspot
R058_C087,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,5,7,7,8,4,6.0,6.0,0.0,Never hotspot
R058_C088,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,7,6,4,3,7,6.5,5.0,-1.5,Never hotspot
R058_C089,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,2,1,2,3,2,1.5,2.5,1.0,Never hotspot
R058_C090,1,1,1,1,1,5,1.0,1.0,Persistent hotspot,5,2,2,1.0,1.0,0.0,86,74,97,79,72,80.0,75.5,-4.5,Persistent
R058_C091,0,0,0,1,0,1,0.2,0.2,Occasional hotspot,1,0,1,0.0,0.5,0.5,23,26,30,35,26,24.5,30.5,6.0,Emerging
R058_C092,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,6,3,7,6,5,4.5,5.5,1.0,Never hotspot
R058_C093,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,7,4,5,8,4,5.5,6.0,0.5,Never hotspot
R058_C094,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,10,9,17,15,5,9.5,10.0,0.5,Never hotspot
R058_C095,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,2,5,4,1,1,3.5,1.0,-2.5,Never hotspot
R058_C096,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,1,3,1,1,2,2.0,1.5,-0.5,Never hotspot
R058_C097,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,7,6,7,6,6,6.5,6.0,-0.5,Never hotspot
R058_C098,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,5,3,1,3,1,4.0,2.0,-2.0,Never hotspot
R058_C099,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,4,10,21,13,15,7.0,14.0,7.0,Never hotspot
R058_C100,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,3,4,5,4,3,3.5,3.5,0.0,Never hotspot
R058_C101,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,1,1,0,0,2,1.0,1.0,0.0,Never hotspot
R058_C102,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,1,1,1,1,0,1.0,0.5,-0.5,Never hotspot
R058_C103,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,1,3,2,1,2,2.0,1.5,-0.5,Never hotspot
R058_C104,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,3,0,2,3,2,1.5,2.5,1.0,Never hotspot
R058_C105,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,11,11,10,10,18,11.0,14.0,3.0,Never hotspot
R058_C106,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,1,4,3,3,2,2.5,2.5,0.0,Never hotspot
R058_C107,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,3,5,6,8,11,4.0,9.5,5.5,Never hotspot
R058_C108,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,3,5,6,9,6,4.0,7.5,3.5,Never hotspot
R058_C109,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,12,17,14,19,18,14.5,18.5,4.0,Never hotspot
R058_C110,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,4,8,5,4,15,6.0,9.5,3.5,Never hotspot
R058_C111,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,10,5,14,9,14,7.5,11.5,4.0,Never hotspot
R058_C112,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,8,10,10,12,11,9.0,11.5,2.5,Never hotspot
R058_C113,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,1,2,4,5,5,1.5,5.0,3.5,Never hotspot
R058_C114,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,0,1,1,3,1,0.5,2.0,1.5,Never hotspot
R058_C115,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,3,1,2,1,1,2.0,1.0,-1.0,Never hotspot
R058_C116,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,5,4,6,5,6,4.5,5.5,1.0,Never hotspot
R058_C117,1,0,1,0,1,3,0.6,0.6,Repeated hotspot,1,1,1,0.5,0.5,0.0,33,33,36,33,34,33.0,33.5,0.5,Intermittent
R059_C038,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,0,3,0,1,1,1.5,1.0,-0.5,Never hotspot
R059_C039,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0.5,0.0,-0.5,Never hotspot
R059_C041,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,1,1,1,0,1,1.0,0.5,-0.5,Never hotspot
R059_C042,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,1,0,2,1,0,0.5,0.5,0.0,Never hotspot
R059_C043,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,2,1,0,0,2,1.5,1.0,-0.5,Never hotspot
R059_C047,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,2,2,2,0,3,2.0,1.5,-0.5,Never hotspot
R059_C048,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,0,1,2,3,2,0.5,2.5,2.0,Never hotspot
R059_C049,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,3,6,7,3,6,4.5,4.5,0.0,Never hotspot
R059_C050,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,1,0,6,2,4,0.5,3.0,2.5,Never hotspot
R059_C051,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,4,12,14,21,14,8.0,17.5,9.5,Never hotspot
R059_C052,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,2,2,3,0,1,2.0,0.5,-1.5,Never hotspot
R059_C054,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,2,3,3,1,1,2.5,1.0,-1.5,Never hotspot
R059_C055,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,7,3,5,1,4,5.0,2.5,-2.5,Never hotspot
R059_C056,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,4,11,12,5,11,7.5,8.0,0.5,Never hotspot
R059_C057,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,2,0,3,3,2,1.0,2.5,1.5,Never hotspot
R059_C058,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,1,5,2,4,3,3.0,3.5,0.5,Never hotspot
R059_C059,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,0,0,1,1,5,0.0,3.0,3.0,Never hotspot
R059_C060,0,1,0,0,0,1,0.2,0.2,Occasional hotspot,1,1,0,0.5,0.0,-0.5,28,41,24,22,21,34.5,21.5,-13.0,Declining
R059_C061,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,17,15,32,24,25,16.0,24.5,8.5,Never hotspot
R059_C062,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,8,6,6,9,5,7.0,7.0,0.0,Never hotspot
R059_C063,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,2,3,7,2,6,2.5,4.0,1.5,Never hotspot
R059_C064,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,4,2,3,7,5,3.0,6.0,3.0,Never hotspot
R059_C065,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,3,8,5,18,16,5.5,17.0,11.5,Never hotspot
R059_C066,1,0,0,1,1,3,0.6,0.6,Repeated hotspot,2,1,2,0.5,1.0,0.5,32,32,22,36,55,32.0,45.5,13.5,Intermittent
R059_C067,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,29,27,23,28,29,28.0,28.5,0.5,Never hotspot
R059_C068,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,10,7,6,15,23,8.5,19.0,10.5,Never hotspot
R059_C069,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,19,17,14,28,32,18.0,30.0,12.0,Never hotspot
R059_C070,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,3,5,2,5,6,4.0,5.5,1.5,Never hotspot
R059_C071,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,1,3,1,4,7,2.0,5.5,3.5,Never hotspot
R059_C072,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,5,5,6,2,7,5.0,4.5,-0.5,Never hotspot
R059_C073,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,4,2,1,3,6,3.0,4.5,1.5,Never hotspot
R059_C074,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,1,0,1,1,0,0.5,0.5,0.0,Never hotspot
R059_C075,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,4,4,5,5,4,4.0,4.5,0.5,Never hotspot
R059_C076,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,6,2,6,2,7,4.0,4.5,0.5,Never hotspot
R059_C077,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,17,14,10,17,13,15.5,15.0,-0.5,Never hotspot
R059_C078,1,1,1,1,1,5,1.0,1.0,Persistent hotspot,5,2,2,1.0,1.0,0.0,136,122,108,135,137,129.0,136.0,7.0,Persistent
R059_C079,1,1,1,1,1,5,1.0,1.0,Persistent hotspot,5,2,2,1.0,1.0,0.0,76,62,79,91,78,69.0,84.5,15.5,Persistent
R059_C080,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,9,1,5,4,1,5.0,2.5,-2.5,Never hotspot
R059_C081,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,5,1,5,1,6,3.0,3.5,0.5,Never hotspot
R059_C082,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,0,1,1,2,1,0.5,1.5,1.0,Never hotspot
R059_C083,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,2,5,0,2,3,3.5,2.5,-1.0,Never hotspot
R059_C084,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,4,3,1,7,3,3.5,5.0,1.5,Never hotspot
R059_C085,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,2,2,2,1,4,2.0,2.5,0.5,Never hotspot
R059_C086,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,3,3,1,0,1,3.0,0.5,-2.5,Never hotspot
R059_C087,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,13,26,24,26,28,19.5,27.0,7.5,Never hotspot
R059_C088,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,2,5,5,4,7,3.5,5.5,2.0,Never hotspot
R059_C089,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,7,8,9,6,9,7.5,7.5,0.0,Never hotspot
R059_C090,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,4,9,7,8,9,6.5,8.5,2.0,Never hotspot
R059_C091,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,10,12,15,11,11,11.0,11.0,0.0,Never hotspot
R059_C092,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,3,2,3,2,1,2.5,1.5,-1.0,Never hotspot
R059_C093,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,1,3,3,0,3,2.0,1.5,-0.5,Never hotspot
R059_C094,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,0,3,2,4,4,1.5,4.0,2.5,Never hotspot
R059_C095,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,9,14,8,8,14,11.5,11.0,-0.5,Never hotspot
