grid_id,year,collision_count,fatal_count,serious_count,slight_count,total_severity_score,mean_severity_score,occupied_in_year,zero_collision_year,grid_row,grid_col,cell_size_m,cell_area_km2,centroid_easting,centroid_northing
R034_C049,2023,17,0,4,13,21.0,1.2352941176470589,1,0,34,49,5000,25.0,312500.0,182500.0
R034_C049,2024,15,0,2,13,17.0,1.1333333333333333,1,0,34,49,5000,25.0,312500.0,182500.0
R034_C050,2020,29,0,3,26,32.0,1.103448275862069,1,0,34,50,5000,25.0,317500.0,182500.0
R034_C050,2021,20,1,5,14,27.0,1.35,1,0,34,50,5000,25.0,317500.0,182500.0
R034_C050,2022,25,1,0,24,27.0,1.08,1,0,34,50,5000,25.0,317500.0,182500.0
R034_C050,2023,18,0,3,15,21.0,1.1666666666666667,1,0,34,50,5000,25.0,317500.0,182500.0
R034_C050,2024,22,0,3,19,25.0,1.1363636363636365,1,0,34,50,5000,25.0,317500.0,182500.0
R034_C051,2020,24,0,2,22,26.0,1.0833333333333333,1,0,34,51,5000,25.0,322500.0,182500.0
R034_C051,2021,44,0,3,41,47.0,1.0681818181818181,1,0,34,51,5000,25.0,322500.0,182500.0
R034_C051,2022,31,0,3,28,34.0,1.096774193548387,1,0,34,51,5000,25.0,322500.0,182500.0
R034_C051,2023,34,1,3,30,39.0,1.1470588235294117,1,0,34,51,5000,25.0,322500.0,182500.0
R034_C051,2024,41,0,3,38,44.0,1.0731707317073171,1,0,34,51,5000,25.0,322500.0,182500.0
R034_C052,2020,9,0,1,8,10.0,1.1111111111111112,1,0,34,52,5000,25.0,327500.0,182500.0
R034_C052,2021,11,0,5,6,16.0,1.4545454545454546,1,0,34,52,5000,25.0,327500.0,182500.0
R034_C052,2022,10,1,1,8,13.0,1.3,1,0,34,52,5000,25.0,327500.0,182500.0
R034_C052,2023,3,1,0,2,5.0,1.6666666666666667,1,0,34,52,5000,25.0,327500.0,182500.0
R034_C052,2024,11,1,0,10,13.0,1.1818181818181819,1,0,34,52,5000,25.0,327500.0,182500.0
R034_C053,2020,0,0,0,0,0.0,,0,1,34,53,5000,25.0,332500.0,182500.0
R034_C053,2021,1,0,1,0,2.0,2.0,1,0,34,53,5000,25.0,332500.0,182500.0
R034_C053,2022,1,0,0,1,1.0,1.0,1,0,34,53,5000,25.0,332500.0,182500.0
R034_C053,2023,2,0,0,2,2.0,1.0,1,0,34,53,5000,25.0,332500.0,182500.0
R034_C053,2024,2,0,1,1,3.0,1.5,1,0,34,53,5000,25.0,332500.0,182500.0
R034_C054,2020,0,0,0,0,0.0,,0,1,34,54,5000,25.0,337500.0,182500.0
R034_C054,2021,1,0,0,1,1.0,1.0,1,0,34,54,5000,25.0,337500.0,182500.0
R034_C054,2022,1,0,0,1,1.0,1.0,1,0,34,54,5000,25.0,337500.0,182500.0
R034_C054,2023,0,0,0,0,0.0,,0,1,34,54,5000,25.0,337500.0,182500.0
R034_C054,2024,0,0,0,0,0.0,,0,1,34,54,5000,25.0,337500.0,182500.0
R034_C057,2020,4,1,1,2,7.0,1.75,1,0,34,57,5000,25.0,352500.0,182500.0
R034_C057,2021,2,0,0,2,2.0,1.0,1,0,34,57,5000,25.0,352500.0,182500.0
R034_C057,2022,6,0,0,6,6.0,1.0,1,0,34,57,5000,25.0,352500.0,182500.0
R034_C057,2023,4,0,2,2,6.0,1.5,1,0,34,57,5000,25.0,352500.0,182500.0
R034_C057,2024,6,0,2,4,8.0,1.3333333333333333,1,0,34,57,5000,25.0,352500.0,182500.0
R034_C058,2020,20,0,2,18,22.0,1.1,1,0,34,58,5000,25.0,357500.0,182500.0
R034_C058,2021,24,0,2,22,26.0,1.0833333333333333,1,0,34,58,5000,25.0,357500.0,182500.0
R034_C058,2022,30,0,1,29,31.0,1.0333333333333334,1,0,34,58,5000,25.0,357500.0,182500.0
R034_C058,2023,23,1,3,19,28.0,1.2173913043478262,1,0,34,58,5000,25.0,357500.0,182500.0
R034_C058,2024,17,1,1,15,20.0,1.1764705882352942,1,0,34,58,5000,25.0,357500.0,182500.0
R034_C059,2020,45,0,6,39,51.0,1.1333333333333333,1,0,34,59,5000,25.0,362500.0,182500.0
R034_C059,2021,53,1,4,48,59.0,1.1132075471698113,1,0,34,59,5000,25.0,362500.0,182500.0
R034_C059,2022,48,0,9,39,57.0,1.1875,1,0,34,59,5000,25.0,362500.0,182500.0
R034_C059,2023,41,0,6,35,47.0,1.146341463414634,1,0,34,59,5000,25.0,362500.0,182500.0
R034_C059,2024,48,0,4,44,52.0,1.0833333333333333,1,0,34,59,5000,25.0,362500.0,182500.0
R034_C060,2020,14,0,1,13,15.0,1.0714285714285714,1,0,34,60,5000,25.0,367500.0,182500.0
R034_C060,2021,22,0,3,19,25.0,1.1363636363636365,1,0,34,60,5000,25.0,367500.0,182500.0
R034_C060,2022,15,0,1,14,16.0,1.0666666666666667,1,0,34,60,5000,25.0,367500.0,182500.0
R034_C060,2023,21,0,4,17,25.0,1.1904761904761905,1,0,34,60,5000,25.0,367500.0,182500.0
R034_C060,2024,15,0,3,12,18.0,1.2,1,0,34,60,5000,25.0,367500.0,182500.0
R034_C061,2020,29,0,1,28,30.0,1.0344827586206897,1,0,34,61,5000,25.0,372500.0,182500.0
R034_C061,2021,23,1,3,19,28.0,1.2173913043478262,1,0,34,61,5000,25.0,372500.0,182500.0
R034_C061,2022,19,0,2,17,21.0,1.105263157894737,1,0,34,61,5000,25.0,372500.0,182500.0
R034_C061,2023,33,1,2,30,37.0,1.121212121212121,1,0,34,61,5000,25.0,372500.0,182500.0
R034_C061,2024,18,0,6,12,24.0,1.3333333333333333,1,0,34,61,5000,25.0,372500.0,182500.0
R034_C062,2020,4,0,1,3,5.0,1.25,1,0,34,62,5000,25.0,377500.0,182500.0
R034_C062,2021,3,1,1,1,6.0,2.0,1,0,34,62,5000,25.0,377500.0,182500.0
R034_C062,2022,3,0,1,2,4.0,1.3333333333333333,1,0,34,62,5000,25.0,377500.0,182500.0
R034_C062,2023,5,0,0,5,5.0,1.0,1,0,34,62,5000,25.0,377500.0,182500.0
R034_C062,2024,3,0,0,3,3.0,1.0,1,0,34,62,5000,25.0,377500.0,182500.0
R034_C063,2020,3,0,0,3,3.0,1.0,1,0,34,63,5000,25.0,382500.0,182500.0
R034_C063,2021,2,0,1,1,3.0,1.5,1,0,34,63,5000,25.0,382500.0,182500.0
R034_C063,2022,1,0,0,1,1.0,1.0,1,0,34,63,5000,25.0,382500.0,182500.0
R034_C063,2023,4,0,0,4,4.0,1.0,1,0,34,63,5000,25.0,382500.0,182500.0
R034_C063,2024,1,0,0,1,1.0,1.0,1,0,34,63,5000,25.0,382500.0,182500.0
R034_C064,2020,3,0,0,3,3.0,1.0,1,0,34,64,5000,25.0,387500.0,182500.0
R034_C064,2021,1,0,0,1,1.0,1.0,1,0,34,64,5000,25.0,387500.0,182500.0
R034_C064,2022,3,0,0,3,3.0,1.0,1,0,34,64,5000,25.0,387500.0,182500.0
R034_C064,2023,2,0,1,1,3.0,1.5,1,0,34,64,5000,25.0,387500.0,182500.0
R034_C064,2024,1,0,0,1,1.0,1.0,1,0,34,64,5000,25.0,387500.0,182500.0
R034_C065,2020,4,0,0,4,4.0,1.0,1,0,34,65,5000,25.0,392500.0,182500.0
R034_C065,2021,3,0,0,3,3.0,1.0,1,0,34,65,5000,25.0,392500.0,182500.0
R034_C065,2022,5,0,1,4,6.0,1.2,1,0,34,65,5000,25.0,392500.0,182500.0
R034_C065,2023,2,0,0,2,2.0,1.0,1,0,34,65,5000,25.0,392500.0,182500.0
R034_C065,2024,2,0,0,2,2.0,1.0,1,0,34,65,5000,25.0,392500.0,182500.0
R034_C066,2020,4,0,1,3,5.0,1.25,1,0,34,66,5000,25.0,397500.0,182500.0
R034_C066,2021,5,1,2,2,9.0,1.8,1,0,34,66,5000,25.0,397500.0,182500.0
R034_C066,2022,3,0,0,3,3.0,1.0,1,0,34,66,5000,25.0,397500.0,182500.0
R034_C066,2023,3,0,1,2,4.0,1.3333333333333333,1,0,34,66,5000,25.0,397500.0,182500.0
R034_C066,2024,1,0,0,1,1.0,1.0,1,0,34,66,5000,25.0,397500.0,182500.0
R034_C067,2020,5,0,0,5,5.0,1.0,1,0,34,67,5000,25.0,402500.0,182500.0
R034_C067,2021,6,0,1,5,7.0,1.1666666666666667,1,0,34,67,5000,25.0,402500.0,182500.0
R034_C067,2022,8,0,0,8,8.0,1.0,1,0,34,67,5000,25.0,402500.0,182500.0
R034_C067,2023,9,0,1,8,10.0,1.1111111111111112,1,0,34,67,5000,25.0,402500.0,182500.0
R034_C067,2024,8,0,1,7,9.0,1.125,1,0,34,67,5000,25.0,402500.0,182500.0
R034_C068,2020,13,0,0,13,13.0,1.0,1,0,34,68,5000,25.0,407500.0,182500.0
R034_C068,2021,15,0,3,12,18.0,1.2,1,0,34,68,5000,25.0,407500.0,182500.0
R034_C068,2022,28,0,9,19,37.0,1.3214285714285714,1,0,34,68,5000,25.0,407500.0,182500.0
R034_C068,2023,21,1,3,17,26.0,1.2380952380952381,1,0,34,68,5000,25.0,407500.0,182500.0
R034_C068,2024,29,0,6,23,35.0,1.206896551724138,1,0,34,68,5000,25.0,407500.0,182500.0
R034_C069,2020,40,0,5,35,45.0,1.125,1,0,34,69,5000,25.0,412500.0,182500.0
R034_C069,2021,67,1,8,58,77.0,1.1492537313432836,1,0,34,69,5000,25.0,412500.0,182500.0
R034_C069,2022,87,0,11,76,98.0,1.1264367816091954,1,0,34,69,5000,25.0,412500.0,182500.0
R034_C069,2023,62,1,7,54,71.0,1.1451612903225807,1,0,34,69,5000,25.0,412500.0,182500.0
R034_C069,2024,68,1,7,60,77.0,1.1323529411764706,1,0,34,69,5000,25.0,412500.0,182500.0
R034_C070,2020,70,1,7,62,79.0,1.1285714285714286,1,0,34,70,5000,25.0,417500.0,182500.0
R034_C070,2021,108,2,13,93,125.0,1.1574074074074074,1,0,34,70,5000,25.0,417500.0,182500.0
R034_C070,2022,102,0,9,93,111.0,1.088235294117647,1,0,34,70,5000,25.0,417500.0,182500.0
R034_C070,2023,90,1,12,77,104.0,1.1555555555555554,1,0,34,70,5000,25.0,417500.0,182500.0
R034_C070,2024,90,2,7,81,101.0,1.1222222222222222,1,0,34,70,5000,25.0,417500.0,182500.0
R034_C071,2020,1,0,0,1,1.0,1.0,1,0,34,71,5000,25.0,422500.0,182500.0
R034_C071,2021,9,0,0,9,9.0,1.0,1,0,34,71,5000,25.0,422500.0,182500.0
R034_C071,2022,5,0,2,3,7.0,1.4,1,0,34,71,5000,25.0,422500.0,182500.0
R034_C071,2023,5,0,0,5,5.0,1.0,1,0,34,71,5000,25.0,422500.0,182500.0
R034_C071,2024,10,0,1,9,11.0,1.1,1,0,34,71,5000,25.0,422500.0,182500.0
R034_C072,2020,1,0,0,1,1.0,1.0,1,0,34,72,5000,25.0,427500.0,182500.0
R034_C072,2021,0,0,0,0,0.0,,0,1,34,72,5000,25.0,427500.0,182500.0
R034_C072,2022,0,0,0,0,0.0,,0,1,34,72,5000,25.0,427500.0,182500.0
R034_C072,2023,0,0,0,0,0.0,,0,1,34,72,5000,25.0,427500.0,182500.0
R034_C072,2024,2,0,0,2,2.0,1.0,1,0,34,72,5000,25.0,427500.0,182500.0
R034_C073,2020,1,0,0,1,1.0,1.0,1,0,34,73,5000,25.0,432500.0,182500.0
R034_C073,2021,0,0,0,0,0.0,,0,1,34,73,5000,25.0,432500.0,182500.0
R034_C073,2022,1,0,0,1,1.0,1.0,1,0,34,73,5000,25.0,432500.0,182500.0
R034_C073,2023,1,0,1,0,2.0,2.0,1,0,34,73,5000,25.0,432500.0,182500.0
R034_C073,2024,1,0,0,1,1.0,1.0,1,0,34,73,5000,25.0,432500.0,182500.0
R034_C074,2020,0,0,0,0,0.0,,0,1,34,74,5000,25.0,437500.0,182500.0
R034_C074,2021,1,0,0,1,1.0,1.0,1,0,34,74,5000,25.0,437500.0,182500.0
R034_C074,2022,0,0,0,0,0.0,,0,1,34,74,5000,25.0,437500.0,182500.0
R034_C074,2023,1,0,0,1,1.0,1.0,1,0,34,74,5000,25.0,437500.0,182500.0
R034_C074,2024,0,0,0,0,0.0,,0,1,34,74,5000,25.0,437500.0,182500.0
R034_C075,2020,1,0,1,0,2.0,2.0,1,0,34,75,5000,25.0,442500.0,182500.0
R034_C075,2021,1,0,0,1,1.0,1.0,1,0,34,75,5000,25.0,442500.0,182500.0
R034_C075,2022,3,1,0,2,5.0,1.6666666666666667,1,0,34,75,5000,25.0,442500.0,182500.0
R034_C075,2023,1,0,0,1,1.0,1.0,1,0,34,75,5000,25.0,442500.0,182500.0
R034_C075,2024,4,0,1,3,5.0,1.25,1,0,34,75,5000,25.0,442500.0,182500.0
R034_C076,2020,3,1,0,2,5.0,1.6666666666666667,1,0,34,76,5000,25.0,447500.0,182500.0
R034_C076,2021,5,0,3,2,8.0,1.6,1,0,34,76,5000,25.0,447500.0,182500.0
R034_C076,2022,5,0,0,5,5.0,1.0,1,0,34,76,5000,25.0,447500.0,182500.0
R034_C076,2023,0,0,0,0,0.0,,0,1,34,76,5000,25.0,447500.0,182500.0
R034_C076,2024,4,0,1,3,5.0,1.25,1,0,34,76,5000,25.0,447500.0,182500.0
R034_C078,2020,6,0,0,6,6.0,1.0,1,0,34,78,5000,25.0,457500.0,182500.0
R034_C078,2021,5,1,1,3,8.0,1.6,1,0,34,78,5000,25.0,457500.0,182500.0
R034_C078,2022,0,0,0,0,0.0,,0,1,34,78,5000,25.0,457500.0,182500.0
R034_C078,2023,4,0,2,2,6.0,1.5,1,0,34,78,5000,25.0,457500.0,182500.0
R034_C078,2024,3,0,1,2,4.0,1.3333333333333333,1,0,34,78,5000,25.0,457500.0,182500.0
R034_C079,2020,2,0,1,1,3.0,1.5,1,0,34,79,5000,25.0,462500.0,182500.0
R034_C079,2021,4,0,2,2,6.0,1.5,1,0,34,79,5000,25.0,462500.0,182500.0
R034_C079,2022,6,0,2,4,8.0,1.3333333333333333,1,0,34,79,5000,25.0,462500.0,182500.0
R034_C079,2023,6,0,0,6,6.0,1.0,1,0,34,79,5000,25.0,462500.0,182500.0
R034_C079,2024,3,1,1,1,6.0,2.0,1,0,34,79,5000,25.0,462500.0,182500.0
R034_C080,2020,3,1,1,1,6.0,2.0,1,0,34,80,5000,25.0,467500.0,182500.0
R034_C080,2021,5,1,1,3,8.0,1.6,1,0,34,80,5000,25.0,467500.0,182500.0
R034_C080,2022,3,0,1,2,4.0,1.3333333333333333,1,0,34,80,5000,25.0,467500.0,182500.0
R034_C080,2023,1,0,0,1,1.0,1.0,1,0,34,80,5000,25.0,467500.0,182500.0
R034_C080,2024,3,0,1,2,4.0,1.3333333333333333,1,0,34,80,5000,25.0,467500.0,182500.0
R034_C081,2020,3,0,1,2,4.0,1.3333333333333333,1,0,34,81,5000,25.0,472500.0,182500.0
R034_C081,2021,9,1,3,5,14.0,1.5555555555555556,1,0,34,81,5000,25.0,472500.0,182500.0
R034_C081,2022,2,0,0,2,2.0,1.0,1,0,34,81,5000,25.0,472500.0,182500.0
R034_C081,2023,4,0,3,1,7.0,1.75,1,0,34,81,5000,25.0,472500.0,182500.0
R034_C081,2024,8,1,2,5,12.0,1.5,1,0,34,81,5000,25.0,472500.0,182500.0
R034_C082,2020,10,0,2,8,12.0,1.2,1,0,34,82,5000,25.0,477500.0,182500.0
R034_C082,2021,18,1,3,14,23.0,1.2777777777777777,1,0,34,82,5000,25.0,477500.0,182500.0
R034_C082,2022,13,0,2,11,15.0,1.1538461538461537,1,0,34,82,5000,25.0,477500.0,182500.0
R034_C082,2023,10,0,2,8,12.0,1.2,1,0,34,82,5000,25.0,477500.0,182500.0
R034_C082,2024,7,0,0,7,7.0,1.0,1,0,34,82,5000,25.0,477500.0,182500.0
R034_C083,2020,6,0,0,6,6.0,1.0,1,0,34,83,5000,25.0,482500.0,182500.0
R034_C083,2021,4,0,2,2,6.0,1.5,1,0,34,83,5000,25.0,482500.0,182500.0
R034_C083,2022,8,0,1,7,9.0,1.125,1,0,34,83,5000,25.0,482500.0,182500.0
R034_C083,2023,4,0,2,2,6.0,1.5,1,0,34,83,5000,25.0,482500.0,182500.0
R034_C083,2024,7,0,2,5,9.0,1.2857142857142858,1,0,34,83,5000,25.0,482500.0,182500.0
R034_C084,2020,33,1,3,29,38.0,1.1515151515151516,1,0,34,84,5000,25.0,487500.0,182500.0
R034_C084,2021,44,1,7,36,53.0,1.2045454545454546,1,0,34,84,5000,25.0,487500.0,182500.0
R034_C084,2022,49,1,5,43,56.0,1.1428571428571428,1,0,34,84,5000,25.0,487500.0,182500.0
R034_C084,2023,40,0,10,30,50.0,1.25,1,0,34,84,5000,25.0,487500.0,182500.0
R034_C084,2024,30,0,6,24,36.0,1.2,1,0,34,84,5000,25.0,487500.0,182500.0
R034_C085,2020,41,0,4,37,45.0,1.0975609756097562,1,0,34,85,5000,25.0,492500.0,182500.0
R034_C085,2021,51,1,2,48,55.0,1.0784313725490196,1,0,34,85,5000,25.0,492500.0,182500.0
R034_C085,2022,53,0,12,41,65.0,1.2264150943396226,1,0,34,85,5000,25.0,492500.0,182500.0
R034_C085,2023,37,0,5,32,42.0,1.135135135135135,1,0,34,85,5000,25.0,492500.0,182500.0
R034_C085,2024,34,0,4,30,38.0,1.1176470588235294,1,0,34,85,5000,25.0,492500.0,182500.0
R034_C086,2020,97,0,16,81,113.0,1.1649484536082475,1,0,34,86,5000,25.0,497500.0,182500.0
R034_C086,2021,102,1,13,88,117.0,1.1470588235294117,1,0,34,86,5000,25.0,497500.0,182500.0
R034_C086,2022,93,3,10,80,109.0,1.1720430107526882,1,0,34,86,5000,25.0,497500.0,182500.0
R034_C086,2023,106,2,16,88,126.0,1.1886792452830188,1,0,34,86,5000,25.0,497500.0,182500.0
R034_C086,2024,103,1,21,81,126.0,1.2233009708737863,1,0,34,86,5000,25.0,497500.0,182500.0
R034_C087,2020,20,0,2,18,22.0,1.1,1,0,34,87,5000,25.0,502500.0,182500.0
R034_C087,2021,29,0,8,21,37.0,1.2758620689655173,1,0,34,87,5000,25.0,502500.0,182500.0
R034_C087,2022,37,1,9,27,48.0,1.2972972972972974,1,0,34,87,5000,25.0,502500.0,182500.0
R034_C087,2023,23,1,4,18,29.0,1.2608695652173914,1,0,34,87,5000,25.0,502500.0,182500.0
R034_C087,2024,25,0,3,22,28.0,1.12,1,0,34,87,5000,25.0,502500.0,182500.0
R034_C088,2020,171,1,21,149,194.0,1.1345029239766082,1,0,34,88,5000,25.0,507500.0,182500.0
R034_C088,2021,175,2,27,146,206.0,1.177142857142857,1,0,34,88,5000,25.0,507500.0,182500.0
R034_C088,2022,232,2,32,198,268.0,1.1551724137931034,1,0,34,88,5000,25.0,507500.0,182500.0
R034_C088,2023,190,1,26,163,218.0,1.1473684210526316,1,0,34,88,5000,25.0,507500.0,182500.0
R034_C088,2024,196,0,26,170,222.0,1.1326530612244898,1,0,34,88,5000,25.0,507500.0,182500.0
R034_C089,2020,359,4,51,304,418.0,1.1643454038997214,1,0,34,89,5000,25.0,512500.0,182500.0
R034_C089,2021,368,2,45,321,417.0,1.1331521739130435,1,0,34,89,5000,25.0,512500.0,182500.0
R034_C089,2022,403,3,43,357,452.0,1.1215880893300247,1,0,34,89,5000,25.0,512500.0,182500.0
R034_C089,2023,345,2,41,302,390.0,1.1304347826086956,1,0,34,89,5000,25.0,512500.0,182500.0
R034_C089,2024,333,1,46,286,381.0,1.1441441441441442,1,0,34,89,5000,25.0,512500.0,182500.0
R034_C090,2020,404,1,40,363,446.0,1.103960396039604,1,0,34,90,5000,25.0,517500.0,182500.0
R034_C090,2021,422,0,49,373,471.0,1.1161137440758293,1,0,34,90,5000,25.0,517500.0,182500.0
R034_C090,2022,415,2,53,360,472.0,1.1373493975903615,1,0,34,90,5000,25.0,517500.0,182500.0
R034_C090,2023,385,1,53,331,440.0,1.1428571428571428,1,0,34,90,5000,25.0,517500.0,182500.0
R034_C090,2024,339,4,56,279,403.0,1.1887905604719764,1,0,34,90,5000,25.0,517500.0,182500.0
R034_C091,2020,687,4,90,593,785.0,1.1426491994177583,1,0,34,91,5000,25.0,522500.0,182500.0
R034_C091,2021,725,3,94,628,825.0,1.1379310344827587,1,0,34,91,5000,25.0,522500.0,182500.0
R034_C091,2022,742,1,104,637,848.0,1.1428571428571428,1,0,34,91,5000,25.0,522500.0,182500.0
R034_C091,2023,772,2,94,676,870.0,1.1269430051813472,1,0,34,91,5000,25.0,522500.0,182500.0
R034_C091,2024,702,3,114,585,822.0,1.170940170940171,1,0,34,91,5000,25.0,522500.0,182500.0
R034_C092,2020,1106,5,159,942,1275.0,1.1528028933092225,1,0,34,92,5000,25.0,527500.0,182500.0
R034_C092,2021,1255,2,223,1030,1482.0,1.1808764940239045,1,0,34,92,5000,25.0,527500.0,182500.0
R034_C092,2022,1337,6,243,1088,1592.0,1.1907255048616305,1,0,34,92,5000,25.0,527500.0,182500.0
R034_C092,2023,1278,6,232,1040,1522.0,1.1909233176838812,1,0,34,92,5000,25.0,527500.0,182500.0
R034_C092,2024,1127,4,192,931,1327.0,1.1774622892635316,1,0,34,92,5000,25.0,527500.0,182500.0
R034_C093,2020,1182,3,184,995,1372.0,1.1607445008460238,1,0,34,93,5000,25.0,532500.0,182500.0
R034_C093,2021,1495,3,246,1246,1747.0,1.168561872909699,1,0,34,93,5000,25.0,532500.0,182500.0
R034_C093,2022,1497,3,285,1209,1788.0,1.1943887775551103,1,0,34,93,5000,25.0,532500.0,182500.0
R034_C093,2023,1409,2,256,1151,1669.0,1.184528034066714,1,0,34,93,5000,25.0,532500.0,182500.0
R034_C093,2024,1344,5,275,1064,1629.0,1.2120535714285714,1,0,34,93,5000,25.0,532500.0,182500.0
R034_C094,2020,821,1,89,731,912.0,1.1108404384896469,1,0,34,94,5000,25.0,537500.0,182500.0
R034_C094,2021,980,1,154,825,1136.0,1.1591836734693877,1,0,34,94,5000,25.0,537500.0,182500.0
R034_C094,2022,935,3,152,780,1093.0,1.1689839572192513,1,0,34,94,5000,25.0,537500.0,182500.0
R034_C094,2023,875,4,122,749,1005.0,1.1485714285714286,1,0,34,94,5000,25.0,537500.0,182500.0
R034_C094,2024,778,6,127,645,917.0,1.1786632390745502,1,0,34,94,5000,25.0,537500.0,182500.0
R034_C095,2020,504,3,71,430,581.0,1.1527777777777777,1,0,34,95,5000,25.0,542500.0,182500.0
R034_C095,2021,583,1,73,509,658.0,1.1286449399656946,1,0,34,95,5000,25.0,542500.0,182500.0
R034_C095,2022,590,4,72,514,670.0,1.1355932203389831,1,0,34,95,5000,25.0,542500.0,182500.0
R034_C095,2023,584,1,58,525,644.0,1.1027397260273972,1,0,34,95,5000,25.0,542500.0,182500.0
R034_C095,2024,573,6,68,499,653.0,1.1396160558464223,1,0,34,95,5000,25.0,542500.0,182500.0
R034_C096,2020,190,0,23,167,213.0,1.1210526315789473,1,0,34,96,5000,25.0,547500.0,182500.0
R034_C096,2021,193,0,24,169,217.0,1.1243523316062176,1,0,34,96,5000,25.0,547500.0,182500.0
R034_C096,2022,193,3,23,167,222.0,1.150259067357513,1,0,34,96,5000,25.0,547500.0,182500.0
R034_C096,2023,181,1,28,152,211.0,1.1657458563535912,1,0,34,96,5000,25.0,547500.0,182500.0
R034_C096,2024,205,1,23,181,230.0,1.1219512195121952,1,0,34,96,5000,25.0,547500.0,182500.0
R034_C097,2020,98,1,10,87,110.0,1.1224489795918366,1,0,34,97,5000,25.0,552500.0,182500.0
R034_C097,2021,118,3,15,100,139.0,1.1779661016949152,1,0,34,97,5000,25.0,552500.0,182500.0
R034_C097,2022,94,1,10,83,106.0,1.127659574468085,1,0,34,97,5000,25.0,552500.0,182500.0
R034_C097,2023,84,2,19,63,107.0,1.2738095238095237,1,0,34,97,5000,25.0,552500.0,182500.0
R034_C097,2024,111,2,16,93,131.0,1.1801801801801801,1,0,34,97,5000,25.0,552500.0,182500.0
R034_C098,2020,46,1,13,32,61.0,1.326086956521739,1,0,34,98,5000,25.0,557500.0,182500.0
R034_C098,2021,44,2,7,35,55.0,1.25,1,0,34,98,5000,25.0,557500.0,182500.0
R034_C098,2022,36,0,7,29,43.0,1.1944444444444444,1,0,34,98,5000,25.0,557500.0,182500.0
R034_C098,2023,50,0,13,37,63.0,1.26,1,0,34,98,5000,25.0,557500.0,182500.0
R034_C098,2024,47,0,6,41,53.0,1.127659574468085,1,0,34,98,5000,25.0,557500.0,182500.0
R034_C099,2020,25,1,4,20,31.0,1.24,1,0,34,99,5000,25.0,562500.0,182500.0
R034_C099,2021,31,0,4,27,35.0,1.1290322580645162,1,0,34,99,5000,25.0,562500.0,182500.0
R034_C099,2022,32,0,9,23,41.0,1.28125,1,0,34,99,5000,25.0,562500.0,182500.0
R034_C099,2023,21,1,2,18,25.0,1.1904761904761905,1,0,34,99,5000,25.0,562500.0,182500.0
R034_C099,2024,14,0,4,10,18.0,1.2857142857142858,1,0,34,99,5000,25.0,562500.0,182500.0
R034_C100,2020,34,0,9,25,43.0,1.2647058823529411,1,0,34,100,5000,25.0,567500.0,182500.0
R034_C100,2021,38,1,9,28,49.0,1.2894736842105263,1,0,34,100,5000,25.0,567500.0,182500.0
R034_C100,2022,30,0,10,20,40.0,1.3333333333333333,1,0,34,100,5000,25.0,567500.0,182500.0
R034_C100,2023,27,0,7,20,34.0,1.2592592592592593,1,0,34,100,5000,25.0,567500.0,182500.0
R034_C100,2024,24,0,6,18,30.0,1.25,1,0,34,100,5000,25.0,567500.0,182500.0
R034_C101,2020,6,0,1,5,7.0,1.1666666666666667,1,0,34,101,5000,25.0,572500.0,182500.0
R034_C101,2021,3,0,1,2,4.0,1.3333333333333333,1,0,34,101,5000,25.0,572500.0,182500.0
R034_C101,2022,9,0,2,7,11.0,1.2222222222222223,1,0,34,101,5000,25.0,572500.0,182500.0
R034_C101,2023,2,0,1,1,3.0,1.5,1,0,34,101,5000,25.0,572500.0,182500.0
R034_C101,2024,6,0,1,5,7.0,1.1666666666666667,1,0,34,101,5000,25.0,572500.0,182500.0
R034_C102,2020,21,0,4,17,25.0,1.1904761904761905,1,0,34,102,5000,25.0,577500.0,182500.0
R034_C102,2021,25,1,11,13,38.0,1.52,1,0,34,102,5000,25.0,577500.0,182500.0
R034_C102,2022,26,1,10,15,38.0,1.4615384615384615,1,0,34,102,5000,25.0,577500.0,182500.0
R034_C102,2023,25,1,7,17,34.0,1.36,1,0,34,102,5000,25.0,577500.0,182500.0
R034_C102,2024,26,0,7,19,33.0,1.2692307692307692,1,0,34,102,5000,25.0,577500.0,182500.0
R034_C103,2020,7,0,1,6,8.0,1.1428571428571428,1,0,34,103,5000,25.0,582500.0,182500.0
R034_C103,2021,13,1,2,10,17.0,1.3076923076923077,1,0,34,103,5000,25.0,582500.0,182500.0
R034_C103,2022,9,0,3,6,12.0,1.3333333333333333,1,0,34,103,5000,25.0,582500.0,182500.0
R034_C103,2023,7,0,3,4,10.0,1.4285714285714286,1,0,34,103,5000,25.0,582500.0,182500.0
R034_C103,2024,8,0,4,4,12.0,1.5,1,0,34,103,5000,25.0,582500.0,182500.0
R034_C104,2020,2,0,0,2,2.0,1.0,1,0,34,104,5000,25.0,587500.0,182500.0
R034_C104,2021,0,0,0,0,0.0,,0,1,34,104,5000,25.0,587500.0,182500.0
R034_C104,2022,1,0,0,1,1.0,1.0,1,0,34,104,5000,25.0,587500.0,182500.0
R034_C104,2023,2,0,2,0,4.0,2.0,1,0,34,104,5000,25.0,587500.0,182500.0
R034_C104,2024,5,0,2,3,7.0,1.4,1,0,34,104,5000,25.0,587500.0,182500.0
R034_C105,2020,7,0,5,2,12.0,1.7142857142857142,1,0,34,105,5000,25.0,592500.0,182500.0
