term,coefficient,p_value,odds_ratio,ci_lower,ci_upper
Intercept,-4.599535502755463,0.0,0.010056505879187846,0.008206172486287362,0.012324053712877106
C(year)[T.2022],-0.09693974873132202,0.5153133647687475,0.9076106891813834,0.6777468519022148,1.2154348792683989
C(year)[T.2023],0.07249759448512376,0.5553151978637307,1.075190219700976,0.8450045233659844,1.3680802606070037
C(year)[T.2024],-0.06461287268300973,0.5881624164437709,0.9374302980174085,0.741945590987727,1.1844204943264414
previous_hotspot,6.822076427250429,0.0,917.8889623421635,708.7329538817008,1188.7695394649365
